uni,url,country,code,
National Sun Yat-sen University,https://drive.google.com/uc?id=1p0CTR3Du8CCm4y8o3l2HrzGXvHdXD-n_,Taiwan,tw
National Taipei University of Technology,https://drive.google.com/uc?id=1XXAF9K_q94Y2lm77r4yiBBXq2z3Gwx3b,Taiwan,tw
National Taiwan Normal University,https://drive.google.com/uc?id=1ehEX3tQ3rIOUkTmUv2C8r8Cgk7MajJQ5,Taiwan,tw
National Taiwan University,https://drive.google.com/uc?id=1KrvD0rSk46HG95vF5UO4vLrxcrjUiBLv,Taiwan,tw
National University of Ireland,https://drive.google.com/uc?id=12kAw2B8i46TRL_SOYecmuzK1o-V_GKM_,Ireland,ie
Niels Brock Copenhagen Business College,https://drive.google.com/uc?id=1XCARHgx3_WEATLJzqzBNaup9Oh0s0Xn2,Denmark,dk
Nipissing University,https://drive.google.com/uc?id=1VCWQr_V7b2EuNaoe1jJff8DqYsEqQDW8,Canada,ca
Nishogakusha University,https://drive.google.com/uc?id=1NIIgIVW9GMRvjU7ZyjtJQKPu8ZYDhDJD,Japan,jp
North Park University,https://drive.google.com/uc?id=1NIIgIVW9GMRvjU7ZyjtJQKPu8ZYDhDJD,United States,us
Northumbria University,https://drive.google.com/uc?id=1hFswYGaqIOo1TzXoee06ihDpsXNFko46,United Kingdom,gb
Northwestern Polytechnical University,https://drive.google.com/uc?id=1hFswYGaqIOo1TzXoee06ihDpsXNFko46,China,cn
Okanagan College,https://drive.google.com/uc?id=1D7A2-KHJWu-9xICtgLvl0j6jAsleqW8_,Canada,ca
Okayama University,https://drive.google.com/uc?id=1IQOqNq-iYMSuYkE6Sos3_bFdYMWTHSH1,Japan,jp
Osnabrueck University of Applied Sciences,https://drive.google.com/uc?id=1gKNECp5QabqvD8OTRe7OHimCzoqwZq_J,Germany,de
PUSHKIN STATE RUSSIAN LANGUAGE INSTITUTE,,Russia,ru
Pantheon-Sorbonne University,https://drive.google.com/uc?id=1gKNECp5QabqvD8OTRe7OHimCzoqwZq_J,France,fr
Paris Dauphine University,https://drive.google.com/uc?id=1u1ghY27ZIGZASYlbUDZ3xY6NoJAPjAOK,France,fr
Paris School of Business,https://drive.google.com/uc?id=1rrOEjc0egLAAsEYp10IbYxlWbhmZPPyI,France,fr
Peking University,https://drive.google.com/uc?id=12ly8gdLaVDGJwvgAJJ25hYFBqWmMPOlT,China,cn
Pennsylvania State University,https://drive.google.com/uc?id=1b-cBXxDoM8teRBxJ_OuxYNvZgBb3hxiZ,United States,us
Polytechnic University of Milan,https://drive.google.com/uc?id=1Y5Ad7qDbskqcDfK_vjjSJDcJ1h8VrwxQ,Italy,it
Portland State University,https://drive.google.com/uc?id=1tx4wbZ2QQzLyQrcPsOYh55SU-HoGx2n4,United States,us
Pushkin Institute,https://drive.google.com/uc?id=1tx4wbZ2QQzLyQrcPsOYh55SU-HoGx2n4,Russia,ru
Queen Mary University of London,https://drive.google.com/uc?id=1cNUXtn3FGSWln3aHO4IdwAcKtKvdfAw8,United Kingdom,gb
Queen's University Belfast,https://drive.google.com/uc?id=1SRamqkWNjd6JC4bmKMDXBMTgTE8WnS2X,Northern Ireland,gb
Queensland University of Technology,https://drive.google.com/uc?id=1qcvCWs7giMjaaGtSkz7r5HcOyczp3p0P,Australia,au
RWTH Aachen University,https://drive.google.com/uc?id=1qcvCWs7giMjaaGtSkz7r5HcOyczp3p0P,Germany,de
Radboud University Nijmegen,https://drive.google.com/uc?id=1ry7rP4DtCueYZ3mnXJHW6LSqyoTnWkyT,Netherlands,nl
"Renmin University of China, School of Business",https://drive.google.com/uc?id=1xe5-LQ3YEgAgpYGWNk4WYq1yXdEnx5Z0,China,cn
Ritsumeikan University,https://drive.google.com/uc?id=1xe5-LQ3YEgAgpYGWNk4WYq1yXdEnx5Z0,Japan,jp
Roskilde University,https://drive.google.com/uc?id=1Lv5UN1Im7Mi0D-ERfKH6nzhUYrA9Y3g1,Denmark,dk
"Royal Holloway, University of London",https://drive.google.com/uc?id=1BTOtor0Ul4m4DGqfkRxbWoPLAHDoXDAw,United Kingdom,gb
Ruhr Universitat Bochum,https://drive.google.com/uc?id=1Y1plK1OHxPizCXwxF1KEDnz6soxHTGl2,Germany,de
Ruhr University Bochum,https://drive.google.com/uc?id=1Y1plK1OHxPizCXwxF1KEDnz6soxHTGl2,Germany,de
Ruhr University of Bochum,https://drive.google.com/uc?id=1Y1plK1OHxPizCXwxF1KEDnz6soxHTGl2,Germany,de
SGH Warsaw School of Economics,https://drive.google.com/uc?id=1Y1plK1OHxPizCXwxF1KEDnz6soxHTGl2,Poland,pl
Sabancı University,https://drive.google.com/uc?id=1Y1plK1OHxPizCXwxF1KEDnz6soxHTGl2,Turkey,tr
Saint Petersburg State University,https://drive.google.com/uc?id=1Y1plK1OHxPizCXwxF1KEDnz6soxHTGl2,Russia,ru
Shandong University,https://drive.google.com/uc?id=1f44jj5zGvp5WmAyo7p2bAkaxBIaWY1Ha,China,cn
Shanghai Jiao Tong University,https://drive.google.com/uc?id=1T7cBAW91YseUFOEBlFaebsTjSqb2Dqfj,China,cn
Simon Fraser University,https://drive.google.com/uc?id=1n-aewueWFqKLGGX_vLAh57Q5w2y6CezG,Canada,ca
Singapore Management University,https://drive.google.com/uc?id=1lzYlPxq20KZ-8zetK0V0oslkSrL8Q1e2,Singapore,sg
Soka University of America,https://drive.google.com/uc?id=1U4bva2rRd7O_c_O5lvPjefhxvtNWQZvz,United States,us
St. Polten University of Applied Sciences,,Austria,at
State University of New York,https://drive.google.com/uc?id=1n5kVcLJC2_cNQ6LYTGX3lG1z_xAfT9Xo,United States,us
State University of New York at Buffalo,https://drive.google.com/uc?id=1Jq6EVDmmjIA2jprCp2zhZh65c4QLXhIs,United States,us
Stendhal University,https://drive.google.com/uc?id=1wqWTT0ZQSqCQ0HdcsDIKOv0xrK-gmeAy,France,fr
Stockholm University,https://drive.google.com/uc?id=1uQ4ldbARePT9GtB1hkrZoOHOu_RfJlRJ,Sweden,se
Sun Yat-sen University,https://drive.google.com/uc?id=1zUsuilVwGSIAtMOq3V2qDhfc-eI4sFxu,China,cn
Sun-Yat-Sen University(중산대학),https://drive.google.com/uc?id=182S813yIxchuQxUN-Xer18adz4x314W_,China,cn
Swinburne University of Technology,https://drive.google.com/uc?id=182S813yIxchuQxUN-Xer18adz4x314W_,Australia,au
TEC DE MONTERREY CAMPUS ESTADO DE MEXICO,,Mexico,mx
Tampere University,https://drive.google.com/uc?id=1iIBI3ltyZIQDvfW1bzpBn2uX41MYV8Rz,Finland,fi
Tampere University of Applied Sciences,https://drive.google.com/uc?id=1iIBI3ltyZIQDvfW1bzpBn2uX41MYV8Rz,Finland,fi
Tampere University of Technology,https://drive.google.com/uc?id=1SwH1QIKC4KZwAQB9kAedB7VwuakAUSCx,Finland,fi
